numero,grupo_taxonomico,classe,ordem,familia,nome_cientifico,categoria_nacional,pagina_pdf,fonte
441,Invertebrados de Água Doce,Malacostraca,Decapoda,Aeglidae,Aegla inconspicua,VU,16,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
442,Invertebrados de Água Doce,Malacostraca,Decapoda,Aeglidae,Aegla inermis,EN,16,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
443,Invertebrados de Água Doce,Malacostraca,Decapoda,Aeglidae,Aegla itacolomiensis,EN,16,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
444,Invertebrados de Água Doce,Malacostraca,Decapoda,Aeglidae,Aegla leachi,EN,16,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
445,Invertebrados de Água Doce,Malacostraca,Decapoda,Aeglidae,Aegla leptochela,CR,16,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
446,Invertebrados de Água Doce,Malacostraca,Decapoda,Aeglidae,Aegla loyolai,EN,16,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
447,Invertebrados de Água Doce,Malacostraca,Decapoda,Aeglidae,Aegla ludwigi,EN,16,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
448,Invertebrados de Água Doce,Malacostraca,Decapoda,Aeglidae,Aegla manuinflata,EN,16,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
449,Invertebrados de Água Doce,Malacostraca,Decapoda,Aeglidae,Aegla meloi,EN,16,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
450,Invertebrados de Água Doce,Malacostraca,Decapoda,Aeglidae,Aegla microphthalma,CR,16,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
451,Invertebrados de Água Doce,Malacostraca,Decapoda,Aeglidae,Aegla oblata,EN,16,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
452,Invertebrados de Água Doce,Malacostraca,Decapoda,Aeglidae,Aegla obstipa,EN,16,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
453,Invertebrados de Água Doce,Malacostraca,Decapoda,Aeglidae,Aegla okora,EN,16,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
454,Invertebrados de Água Doce,Malacostraca,Decapoda,Aeglidae,Aegla perobae,EN,16,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
455,Invertebrados de Água Doce,Malacostraca,Decapoda,Aeglidae,Aegla renana,EN,16,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
456,Invertebrados de Água Doce,Malacostraca,Decapoda,Aeglidae,Aegla rosanae,EN,16,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
457,Invertebrados de Água Doce,Malacostraca,Decapoda,Aeglidae,Aegla violacea,EN,16,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
458,Invertebrados de Água Doce,Malacostraca,Decapoda,Palaemonidae,Macrobrachium denticulatum,VU,16,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
459,Invertebrados de Água Doce,Malacostraca,Decapoda,Parastacidae,Parastacus tuerkayi,EN,16,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
460,Invertebrados de Água Doce,Malacostraca,Decapoda,Pseudothelphusidae,Kingsleya attenboroughi,EN,16,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
461,Invertebrados de Água Doce,Malacostraca,Isopoda,Brasileirinidae,Brasileirinho cavaticus,CR,16,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
462,Invertebrados de Água Doce,Malacostraca,Isopoda,Calabozoidae,Pongycarcinia xiphidiourus,EN,16,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
463,Invertebrados de Água Doce,Rhabditophora,Tricladida,Dugesiidae,Girardia arenicola,CR,16,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
464,Invertebrados de Água Doce,Rhabditophora,Tricladida,Dugesiidae,Girardia desiderensis,CR,16,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
465,Invertebrados de Água Doce,Rhabditophora,Tricladida,Dugesiidae,Girardia multidiverticulata,CR,16,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
466,Invertebrados de Água Doce,Rhabditophora,Tricladida,Dugesiidae,Girardia paucipunctata,CR,16,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
467,Invertebrados de Água Doce,Rhabditophora,Tricladida,Dugesiidae,Girardia spelaea,VU,16,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
468,Invertebrados de Água Doce,Rhabditophora,Tricladida,Uteriporidae,Sluysia triapertura,CR,16,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
469,Invertebrados de Água Doce,Rhabditophora,Tricladida,Dimarcusidae,Hausera hauseri,VU,16,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
470,Invertebrados Marinhos,Anthozoa,Actiniaria,Actiniidae,Condylactis gigantea,VU,17,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
471,Invertebrados Marinhos,Anthozoa,Alcyonacea,Plexauridae,Plexaurella obesa,CR,17,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
472,Invertebrados Marinhos,Anthozoa,Scleractinia,Faviidae,Mussismilia braziliensis,VU,17,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
473,Invertebrados Marinhos,Anthozoa,Scleractinia,Faviidae,Mussismilia harttii,EN,17,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
474,Invertebrados Marinhos,Asteroidea,Paxillosida,Astropectinidae,Astropecten marginatus,VU,17,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
475,Invertebrados Marinhos,Asteroidea,Valvatida,Ophidiasteridae,Linckia guildingi,VU,17,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
476,Invertebrados Marinhos,Asteroidea,Valvatida,Oreasteridae,Oreaster reticulatus,VU,17,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
477,Invertebrados Marinhos,Bivalvia,Pectinida,Pectinidae,Euvola ziczac,EN,17,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
478,Invertebrados Marinhos,Echinoidea,Cassiduloida,Cassidulidae,Cassidulus infidus,EN,17,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
479,Invertebrados Marinhos,Echinoidea,Cassiduloida,Cassidulidae,Cassidulus mitis,VU,17,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
480,Invertebrados Marinhos,Gastropoda,Littorinimorpha,Cassidae,Cassis tuberosa,VU,17,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
481,Invertebrados Marinhos,Gastropoda,Littorinimorpha,Strombidae,Eustrombus goliath,EN,17,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
482,Invertebrados Marinhos,Gastropoda,Littorinimorpha,Strombidae,Macrostrombus costatus,VU,17,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
483,Invertebrados Marinhos,Gastropoda,Littorinimorpha,Vermetidae,Petaloconchus myrakeenae,VU,17,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
484,Invertebrados Marinhos,Holothuroidea,Apodida,Synaptidae,Synaptula secreta,CR,17,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
485,Invertebrados Marinhos,Holothuroidea,Dendrochirotida,Cucumariidae,Parathyone surinamensis,VU,17,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
486,Invertebrados Marinhos,Hydrozoa,Anthoathecata,Milleporidae,Millepora braziliensis,CR,17,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
487,Invertebrados Marinhos,Hydrozoa,Anthoathecata,Milleporidae,Millepora laboreli,VU,17,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
488,Invertebrados Marinhos,Malacostraca,Decapoda,Gecarcinidae,Cardisoma guanhumi,VU,17,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
489,Invertebrados Marinhos,Malacostraca,Decapoda,Gecarcinidae,Johngarthia lagostoma,EN,17,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
490,Invertebrados Marinhos,Polychaeta,Eunicida,Onuphidae,Diopatra victoriae,EN,17,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
